user_id,anime_id,rating
226,1,8
226,6,8
226,20,7
226,45,8
226,59,8
226,71,7
226,72,7
226,101,8
226,121,6
226,150,6
226,205,8
226,223,5
226,225,6
226,226,8
226,237,8
226,245,10
226,249,7
226,269,10
226,270,8
226,355,8
226,356,8
226,384,5
226,392,8
226,777,8
226,813,8
226,849,7
226,857,9
226,889,9
226,918,8
226,934,8
226,1195,9
226,1210,8
226,1482,9
226,1519,9
226,1535,8
226,1575,10
226,1604,9
226,1691,8
226,1726,9
226,1818,7
226,1840,9
226,1889,8
226,2001,6
226,2025,6
226,2104,7
226,2167,7
226,2476,3
226,2787,8
226,2904,10
226,2966,7
226,2993,9
226,3455,9
226,3457,7
226,3588,7
226,3712,9
226,4063,7
226,4181,7
226,4214,9
226,4224,6
226,4382,8
226,4654,6
226,4752,7
226,4898,6
226,4975,7
226,5081,6
226,5114,6
226,5341,7
226,5530,8
226,5630,9
226,5958,8
226,6045,7
226,6347,8
226,6547,9
226,6573,6
226,6594,7
226,6702,10
226,6707,7
226,6746,7
226,6880,7
226,7054,7
226,7088,10
226,7593,9
226,7724,8
226,7817,5
226,8074,8
226,8516,8
226,8525,7
226,8630,9
226,8675,8
226,8769,8
226,8841,9
226,8861,10
226,9041,7
226,9253,7
226,9513,8
226,9656,7
226,9756,7
226,9919,9
226,10080,7
226,10087,7
226,10110,8
226,10620,8
226,10719,8
226,10790,9
226,10793,8
226,11013,8
226,11061,8
226,11111,8
226,11319,9
226,11499,8
226,11597,8
226,11617,8
226,11633,8
226,11741,7
226,11757,8
226,11759,5
226,11771,8
226,12445,9
226,12549,8
226,13601,8
226,13659,8
226,13759,7
226,14075,10
226,14227,7
226,14467,9
226,14513,9
226,14713,9
226,14719,6
226,14741,7
226,14813,8
226,14833,7
226,14967,8
226,15225,8
226,15315,8
226,15451,8
226,15583,10
226,15689,8
226,15809,7
226,16011,9
226,16067,7
226,16498,8
226,16524,7
226,16592,9
226,16894,8
226,17074,6
226,17265,7
226,17729,10
226,18115,10
226,18153,9
226,18277,9
226,18671,6
226,18897,9
226,19163,8
226,19221,9
226,19815,9
226,20507,9
226,20785,9
226,20787,9
226,20853,8
226,21881,7
226,22043,10
226,22147,9
226,22199,10
226,22297,8
226,22319,10
226,22535,10
226,23233,9
226,23273,7
226,23281,7
226,23283,7
226,23289,10
226,23321,7
226,23755,9
226,23847,8
226,24415,8
226,24439,8
226,24703,8
226,24833,8
226,25013,7
226,25157,9
226,25397,8
226,26243,9
226,27631,9
226,27775,9
226,27787,8
226,27899,10
226,28121,9
226,28497,7
226,28623,8
226,28677,8
226,28701,8
226,28927,9
226,28999,9
226,29786,9
226,29803,9
226,30240,8
226,30276,9
226,30296,9
226,30307,8
226,30503,7
226,30544,8
226,30831,8
226,31442,8
226,31478,8
226,31859,7
226,32182,8
226,32542,8
392,1,7
392,6,7
392,20,7
392,33,7
392,45,7
392,47,8
392,71,8
392,72,7
392,121,8
392,136,9
392,164,9
392,199,8
392,202,8
392,223,4
392,227,3
392,245,9
392,269,4
392,270,6
392,356,7
392,430,3
392,431,9
392,527,7
392,552,8
392,578,10
392,777,8
392,790,8
392,813,4
392,853,5
392,857,6
392,889,7
392,918,8
392,1195,7
392,1210,4
392,1482,8
392,1519,8
392,1535,8
392,1575,7
392,1689,8
392,1691,7
392,1818,6
392,1840,8
392,2001,8
392,2025,8
392,2034,7
392,2167,8
392,2236,8
392,2251,7
392,2476,5
392,2593,9
392,2605,7
392,2904,9
392,2993,7
392,3457,1
392,3588,7
392,3712,6
392,4181,9
392,4214,7
392,4224,5
392,4654,8
392,5081,7
392,5114,8
392,5680,2
392,5681,7
392,6045,8
392,6347,8
392,6547,7
392,6573,6
392,6702,3
392,6880,6
392,7088,6
392,7674,6
392,7791,3
392,7817,7
392,8074,6
392,8516,7
392,8525,7
392,8630,4
392,8769,6
392,8841,6
392,8937,8
392,9041,5
392,9253,7
392,9513,7
392,9656,8
392,9756,5
392,9919,4
392,9989,7
392,10080,7
392,10087,5
392,10110,5
392,10161,5
392,10162,9
392,10165,5
392,10620,7
392,10719,7
392,10790,6
392,11061,7
392,11111,7
392,11319,7
392,11433,6
392,11499,7
392,11633,5
392,11741,7
392,11757,6
392,11771,7
392,11843,5
392,11887,6
392,13125,8
392,13659,6
392,14075,8
392,14227,6
392,14289,8
392,14345,7
392,14467,6
392,14513,6
392,14813,5
392,14833,7
392,15225,6
392,15315,5
392,15809,6
392,16011,7
392,16498,8
392,16524,7
392,16592,5
392,16782,8
392,16894,7
392,17265,7
392,17729,4
392,17895,3
392,18115,8
392,18897,7
392,19815,6
392,20507,7
392,20583,7
392,20785,8
392,20787,5
392,21881,4
392,21995,5
392,22043,4
392,22199,3
392,22297,6
392,22319,5
392,22535,9
392,22729,3
392,22789,8
392,23233,1
392,23273,7
392,23283,8
392,23321,6
392,23755,8
392,23847,5
392,24415,6
392,24833,6
392,25013,6
392,25157,4
392,25397,1
392,26243,3
392,27631,3
392,27787,7
392,27899,6
392,28121,6
392,28171,7
392,28223,5
392,28497,5
392,28623,3
392,28677,7
392,28701,6
392,28891,8
392,28907,6
392,28927,5
392,28999,7
392,29786,5
392,29803,7
392,30015,7
392,30240,7
392,30276,8
392,30296,4
392,30503,8
392,30544,4
392,30654,7
392,30831,6
392,31043,7
392,31240,8
392,31798,5
392,31859,5
392,31964,7
392,32182,6
392,32282,8
446,1,9
446,6,9
446,19,10
446,33,9
446,43,9
446,101,7
446,121,9
446,150,7
446,164,8
446,202,10
446,205,7
446,225,10
446,226,7
446,228,9
446,270,6
446,355,7
446,356,8
446,384,6
446,430,7
446,457,8
446,777,7
446,790,9
446,813,8
446,849,10
446,853,7
446,889,7
446,934,7
446,1195,7
446,1519,6
446,1535,9
446,1575,9
446,1689,9
446,1691,6
446,1726,6
446,1818,6
446,1840,8
446,1889,10
446,2001,10
446,2025,9
446,2104,9
446,2167,9
446,2236,8
446,2251,8
446,2593,7
446,2605,7
446,2787,6
446,2904,10
446,2966,8
446,2993,7
446,3455,9
446,3588,6
446,3712,7
446,4063,9
446,4081,7
446,4181,10
446,4214,7
446,4224,9
446,4382,10
446,4654,8
446,4898,7
446,4975,7
446,5081,9
446,5114,10
446,5341,8
446,5530,8
446,5680,8
446,5958,8
446,6213,4
446,6547,10
446,6573,7
446,6594,9
446,6702,9
446,6707,7
446,6746,8
446,6880,6
446,7054,9
446,7088,6
446,7311,10
446,7593,6
446,7724,8
446,7791,9
446,8074,7
446,8425,9
446,8630,7
446,8675,8
446,8841,7
446,8861,8
446,8937,8
446,9041,8
446,9253,7
446,9513,8
446,9919,6
446,10087,8
446,10408,8
446,10620,7
446,10719,9
446,10790,7
446,10793,8
446,11013,9
446,11061,10
446,11111,8
446,11285,4
446,11319,8
446,11499,8
446,11577,7
446,11597,7
446,11617,7
446,11633,8
446,11741,9
446,11757,9
446,11759,7
446,11843,10
446,12189,8
446,12445,10
446,12549,8
446,13125,9
446,13601,9
446,13759,9
446,14075,10
446,14345,6
446,14467,7
446,14513,8
446,14713,7
446,14813,8
446,14833,6
446,14967,9
446,15315,8
446,15451,8
446,15583,7
446,15689,7
446,16011,7
446,16498,9
446,16524,9
446,16592,6
446,16782,9
446,17074,9
446,17265,9
446,17729,8
446,17895,7
446,18115,8
446,18153,8
446,18277,8
446,18679,7
446,18897,8
446,19163,5
446,19815,9
446,20507,7
446,20785,8
446,20787,7
446,20853,7
446,21881,7
446,21995,7
446,22043,8
446,22147,8
446,22199,9
446,22297,10
446,22319,7
446,22535,9
446,22729,6
446,22789,7
446,23199,8
446,23233,7
446,23273,7
446,23281,8
446,23283,7
446,23321,8
446,23755,9
446,23847,9
446,24439,7
446,24703,7
446,24833,8
446,25013,8
446,25157,8
446,25183,7
446,25397,7
446,26243,7
446,27631,8
446,27775,4
446,27787,7
446,27899,7
446,28121,8
446,28171,9
446,28223,7
446,28497,9
446,28623,6
446,28677,9
446,28701,10
446,28907,8
446,28927,7
446,28999,9
446,29803,7
446,30015,9
446,30240,9
446,30276,9
446,30296,7
446,30307,8
446,30503,8
446,30544,7
446,30654,8
446,30831,9
446,31240,9
446,31478,7
446,31798,8
446,31859,8
446,31964,8
446,32182,7
446,32282,8
446,32729,7
478,20,9
478,30,9
478,101,9
478,121,9
478,154,7
478,164,10
478,199,10
478,202,8
478,223,9
478,225,9
478,226,9
478,227,8
478,232,8
478,237,9
478,269,9
478,355,9
478,384,8
478,430,9
478,431,9
478,523,9
478,552,9
478,578,9
478,813,9
478,849,9
478,1195,9
478,1535,9
478,1689,10
478,1840,8
478,2025,9
478,2034,9
478,2167,9
478,2236,9
478,2759,8
478,2787,8
478,2966,9
478,3588,9
478,3712,8
478,3784,8
478,4181,10
478,4224,10
478,4382,9
478,4654,9
478,5081,10
478,5341,8
478,5630,10
478,5680,10
478,5681,9
478,5958,8
478,6045,10
478,6213,10
478,6547,10
478,6573,9
478,6594,8
478,6880,8
478,6956,8
478,7593,8
478,7674,9
478,7724,9
478,7791,10
478,8074,6
478,8425,10
478,8525,9
478,8630,9
478,8675,9
478,8769,10
478,8841,9
478,8937,9
478,9041,9
478,9253,10
478,9656,10
478,9756,10
478,9919,10
478,9989,10
478,10080,9
478,10087,9
478,10110,9
478,10161,5
478,10162,10
478,10165,10
478,10408,10
478,10620,9
478,10719,9
478,10790,9
478,10793,9
478,11013,9
478,11111,7
478,11285,8
478,11319,8
478,11433,9
478,11499,8
478,11577,9
478,11597,10
478,11633,9
478,11741,10
478,11757,9
478,11759,9
478,11771,9
478,11843,9
478,11887,9
478,12189,10
478,12355,10
478,12445,7
478,13125,8
478,13601,9
478,13659,9
478,13759,9
478,14075,8
478,14227,10
478,14289,10
478,14345,7
478,14467,8
478,14513,9
478,14713,8
478,14741,10
478,14813,9
478,14833,8
478,14967,8
478,15225,10
478,15315,9
478,15583,8
478,15689,9
478,15809,8
478,16011,9
478,16067,10
478,16498,6
478,16524,10
478,16742,10
478,16782,10
478,16894,9
478,17074,9
478,17265,9
478,17895,8
478,18115,9
478,18153,10
478,18277,9
478,18507,8
478,18671,10
478,18679,9
478,18897,9
478,19163,8
478,19815,10
478,20507,9
478,20583,10
478,20785,8
478,20787,10
478,20853,8
478,21603,8
478,21881,9
478,21995,8
478,22147,10
478,22199,7
478,22297,10
478,22319,9
478,22729,10
478,22789,10
478,23199,7
478,23273,10
478,23281,10
478,23283,10
478,23289,10
478,23321,8
478,23755,9
478,23847,7
478,24415,9
478,24439,8
478,25013,8
478,25157,7
478,25183,9
478,25397,8
478,26243,9
478,27787,8
478,27899,8
478,28121,9
478,28223,9
478,28623,10
478,28701,10
478,28891,9
478,28907,9
478,28927,8
478,28999,9
478,30276,9
478,30503,9
478,31043,9
478,31442,10
478,31798,9
771,1,8
771,6,8
771,19,8
771,24,7
771,30,7
771,32,7
771,59,6
771,66,7
771,71,6
771,72,7
771,120,7
771,164,8
771,205,6
771,226,6
771,227,5
771,237,7
771,245,8
771,355,7
771,467,8
771,777,7
771,790,7
771,849,8
771,853,7
771,889,7
771,918,8
771,934,8
771,1195,6
771,1210,8
771,1519,7
771,1535,8
771,1575,9
771,1604,7
771,1689,8
771,1818,7
771,1840,6
771,1887,6
771,1889,8
771,2001,9
771,2025,8
771,2034,6
771,2104,8
771,2167,8
771,2251,8
771,2593,7
771,2605,7
771,2787,7
771,2904,9
771,2966,7
771,3455,5
771,3470,7
771,3588,7
771,3712,5
771,4063,5
771,4081,7
771,4181,10
771,4224,9
771,4382,6
771,4654,6
771,4898,6
771,5081,8
771,5114,9
771,5341,7
771,5530,7
771,5680,6
771,5681,7
771,5958,7
771,6045,8
771,6213,7
771,6347,8
771,6547,7
771,6573,7
771,6594,8
771,6707,5
771,6746,7
771,6956,7
771,7054,7
771,7088,6
771,7311,10
771,7593,5
771,7674,7
771,7724,8
771,7791,6
771,7817,6
771,8074,5
771,8425,7
771,8516,8
771,8525,7
771,8675,8
771,8769,7
771,8841,7
771,8861,6
771,8937,6
771,9253,10
771,9513,7
771,9656,7
771,9756,8
771,9919,7
771,9989,9
771,10080,7
771,10087,8
771,10110,6
771,10162,8
771,10165,9
771,10620,8
771,10719,6
771,10790,6
771,11013,6
771,11111,7
771,11319,6
771,11433,7
771,11499,7
771,11597,7
771,11617,6
771,11741,8
771,11757,7
771,11771,8
771,11843,8
771,11887,8
771,12189,8
771,12355,9
771,13601,8
771,13659,5
771,13759,8
771,14075,8
771,14227,7
771,14345,7
771,14513,7
771,14741,7
771,14813,8
771,14967,7
771,15225,7
771,15315,7
771,15451,6
771,15583,6
771,15689,7
771,15809,7
771,16498,8
771,16524,7
771,16894,7
771,17074,9
771,17265,7
771,17895,7
771,18115,8
771,18153,7
771,18671,6
771,18679,7
771,18897,7
771,19163,6
771,19221,7
771,19815,8
771,20507,7
771,20583,9
771,20785,7
771,20787,5
771,20853,6
771,21603,5
771,21881,6
771,22147,7
771,22199,6
771,22297,8
771,22319,7
771,22789,8
771,23233,5
771,23281,6
771,23289,8
771,23321,6
771,23847,8
771,24415,7
771,24439,7
771,24833,7
771,25013,8
771,25157,6
771,25397,5
771,26243,6
771,27775,7
771,27787,6
771,27899,5
771,28121,7
771,28171,8
771,28497,7
771,28623,6
771,28677,7
771,28701,8
771,28891,9
771,28907,7
771,28927,6
771,29786,6
771,29803,7
771,30296,7
771,30307,6
771,30544,5
771,30654,8
771,30831,8
771,31240,9
771,31442,6
771,31478,6
771,31798,7
771,31859,7
771,31964,8
771,32182,7
771,32282,7
771,32542,6
1019,24,9
1019,154,7
1019,199,8
1019,245,10
1019,270,8
1019,356,8
1019,384,8
1019,392,6
1019,857,9
1019,918,9
1019,1535,9
1019,1575,9
1019,1604,10
1019,1689,8
1019,2167,9
1019,2476,7
1019,2904,9
1019,3455,6
1019,4181,10
1019,4224,7
1019,4654,9
1019,4898,8
1019,4975,5
1019,5081,9
1019,5114,10
1019,5680,8
1019,5681,6
1019,5958,7
1019,6045,9
1019,6213,7
1019,6547,10
1019,6702,9
1019,6746,9
1019,6880,8
1019,6956,7
1019,7054,9
1019,7088,5
1019,7674,8
1019,7791,8
1019,7817,6
1019,8074,5
1019,8525,7
1019,8769,7
1019,8841,7
1019,8861,6
1019,8937,9
1019,9041,6
1019,9253,10
1019,9513,8
1019,9656,9
1019,9756,7
1019,9919,7
1019,9989,10
1019,10080,7
1019,10087,9
1019,10161,8
1019,10620,8
1019,10719,8
1019,10790,7
1019,10793,10
1019,11013,7
1019,11061,10
1019,11111,8
1019,11285,8
1019,11433,9
1019,11577,10
1019,11597,8
1019,11617,7
1019,11633,7
1019,11741,9
1019,11757,9
1019,11759,7
1019,11771,8
1019,11843,9
1019,12189,9
1019,12355,9
1019,12549,6
1019,13125,10
1019,13601,9
1019,13659,7
1019,13759,9
1019,14227,7
1019,14289,7
1019,14345,7
1019,14467,8
1019,14513,8
1019,14741,9
1019,14813,10
1019,14833,8
1019,14967,9
1019,15225,6
1019,15315,10
1019,15451,7
1019,15583,7
1019,15689,9
1019,15809,8
1019,16011,8
1019,16067,10
1019,16498,8
1019,16524,8
1019,16592,6
1019,16742,6
1019,16782,10
1019,16894,9
1019,17074,10
1019,17265,10
1019,17729,8
1019,17895,9
1019,18115,9
1019,18153,8
1019,18277,8
1019,18507,6
1019,18671,7
1019,18679,8
1019,18897,9
1019,19163,6
1019,19221,8
1019,19815,10
1019,20507,8
1019,20583,9
1019,20785,8
1019,20787,6
1019,20853,8
1019,21603,9
1019,21881,9
1019,21995,9
1019,22043,7
1019,22147,7
1019,22199,6
1019,22297,10
1019,22319,9
1019,22535,9
1019,22729,10
1019,22789,8
1019,23199,9
1019,23273,10
1019,23281,9
1019,23283,9
1019,23289,9
1019,23321,8
1019,23755,10
1019,23847,10
1019,24415,8
1019,24439,6
1019,24703,7
1019,24833,8
1019,25013,8
1019,25157,6
1019,25183,8
1019,25397,6
1019,26243,8
1019,27631,7
1019,27775,8
1019,27787,7
1019,27899,8
1019,28121,8
1019,28171,10
1019,28223,7
1019,28297,9
1019,28497,9
1019,28623,7
1019,28677,7
1019,28701,10
1019,28891,10
1019,28907,8
1019,28927,9
1019,28999,9
1019,29786,8
1019,29803,8
1019,30015,9
1019,30240,10
1019,30276,10
1019,30296,8
1019,30307,7
1019,30503,10
1019,30544,6
1019,30654,9
1019,30831,8
1019,31043,10
1019,31240,10
1019,31442,6
1019,31478,7
1019,31859,7
1019,31964,8
1019,32182,7
1019,32282,10
1019,32542,9
1019,32729,9
1145,6,8
1145,30,9
1145,32,10
1145,33,7
1145,66,8
1145,164,9
1145,199,8
1145,205,10
1145,223,8
1145,225,7
1145,226,7
1145,237,8
1145,249,8
1145,339,10
1145,355,8
1145,356,8
1145,431,9
1145,457,9
1145,523,9
1145,578,9
1145,777,8
1145,790,9
1145,813,8
1145,934,7
1145,1195,8
1145,1210,8
1145,1575,9
1145,1689,7
1145,1691,8
1145,1726,6
1145,1840,8
1145,1887,9
1145,1889,7
1145,2001,9
1145,2025,9
1145,2034,9
1145,2167,7
1145,2236,9
1145,2251,9
1145,2593,8
1145,2759,9
1145,2787,8
1145,2904,9
1145,2966,8
1145,2993,6
1145,3455,8
1145,3470,7
1145,3712,8
1145,3784,10
1145,4063,7
1145,4181,7
1145,4224,8
1145,4654,8
1145,4975,7
1145,5081,9
1145,5341,8
1145,5680,7
1145,5681,9
1145,5958,8
1145,6045,8
1145,6213,6
1145,6347,8
1145,6547,8
1145,6573,9
1145,6594,8
1145,6746,8
1145,6956,8
1145,7054,7
1145,7088,7
1145,7593,7
1145,7724,8
1145,7791,7
1145,7817,7
1145,8074,8
1145,8516,8
1145,8525,8
1145,8630,7
1145,8675,7
1145,8769,7
1145,8841,8
1145,8861,7
1145,8937,8
1145,9041,7
1145,9253,9
1145,9513,6
1145,9656,7
1145,9756,8
1145,9919,7
1145,9989,8
1145,10080,8
1145,10087,10
1145,10110,7
1145,10162,8
1145,10165,8
1145,10408,8
1145,10620,7
1145,10719,6
1145,10790,8
1145,10793,7
1145,11013,8
1145,11111,7
1145,11285,6
1145,11319,8
1145,11433,7
1145,11499,7
1145,11577,10
1145,11597,9
1145,11617,7
1145,11633,6
1145,11741,10
1145,11757,7
1145,11759,8
1145,11843,8
1145,11887,8
1145,12189,6
1145,12355,9
1145,12445,7
1145,12549,7
1145,13125,8
1145,13601,8
1145,13659,7
1145,13759,6
1145,14075,8
1145,14227,7
1145,14289,7
1145,14345,6
1145,14467,8
1145,14513,9
1145,14719,9
1145,14741,8
1145,14813,7
1145,14833,7
1145,14967,6
1145,15225,8
1145,15315,6
1145,15583,7
1145,15689,8
1145,15809,8
1145,16011,9
1145,16067,9
1145,16498,8
1145,16524,7
1145,16742,8
1145,16782,8
1145,17074,10
1145,17265,10
1145,17729,9
1145,18115,9
1145,18153,8
1145,18507,7
1145,18679,10
1145,18897,8
1145,19221,8
1145,19815,9
1145,20507,8
1145,20785,8
1145,20787,7
1145,20853,7
1145,21603,6
1145,22147,8
1145,22199,6
1145,22297,10
1145,22535,9
1145,22729,9
1145,22789,8
1145,23199,9
1145,23233,6
1145,23273,8
1145,23289,9
1145,23755,8
1145,24439,9
1145,25157,7
1145,25183,8
1145,27631,7
1145,27775,8
1145,28171,9
1145,28223,9
1145,28297,8
1145,28497,8
1145,28623,8
1145,28701,10
1145,28907,8
1145,29803,8
1145,30015,9
1145,30276,10
1145,30296,8
1145,30307,9
1145,30503,9
1145,30544,8
1145,30831,8
1145,31240,8
1145,31442,8
1145,31798,10
1145,31859,10
1145,31964,9
1145,32182,9
1145,32282,9
1145,32729,8
1176,1,9
1176,19,8
1176,20,7
1176,30,8
1176,47,7
1176,66,9
1176,154,7
1176,164,8
1176,199,8
1176,205,8
1176,223,9
1176,225,7
1176,226,9
1176,227,9
1176,228,7
1176,249,7
1176,269,8
1176,339,8
1176,356,7
1176,392,8
1176,431,8
1176,457,9
1176,523,7
1176,527,7
1176,578,9
1176,777,9
1176,790,8
1176,813,10
1176,849,7
1176,889,8
1176,918,10
1176,934,9
1176,1210,8
1176,1482,8
1176,1519,7
1176,1535,9
1176,1575,8
1176,1726,6
1176,1818,7
1176,1887,8
1176,1889,8
1176,2001,7
1176,2104,8
1176,2167,7
1176,2476,7
1176,2593,7
1176,2605,9
1176,2904,9
1176,2966,8
1176,2993,7
1176,3455,8
1176,3588,7
1176,4181,8
1176,4214,7
1176,4224,8
1176,4382,7
1176,4654,8
1176,4898,8
1176,5081,9
1176,5114,9
1176,5341,8
1176,5680,8
1176,5681,8
1176,5958,8
1176,6045,7
1176,6213,8
1176,6347,8
1176,6547,9
1176,6594,9
1176,6702,8
1176,6707,8
1176,6746,9
1176,6880,7
1176,6956,8
1176,7054,8
1176,7311,9
1176,7593,8
1176,7674,8
1176,7724,8
1176,7791,9
1176,7817,6
1176,8074,7
1176,8516,8
1176,8525,8
1176,8675,7
1176,8769,8
1176,8841,8
1176,8937,8
1176,9253,9
1176,9513,5
1176,9656,7
1176,9756,9
1176,9919,8
1176,9989,9
1176,10080,8
1176,10087,8
1176,10110,8
1176,10165,9
1176,10408,9
1176,10620,8
1176,10719,8
1176,10790,8
1176,11013,8
1176,11061,9
1176,11111,9
1176,11285,8
1176,11499,8
1176,11577,8
1176,11597,9
1176,11617,8
1176,11633,8
1176,11741,8
1176,11757,7
1176,11759,7
1176,11771,7
1176,11843,9
1176,11887,8
1176,12355,8
1176,12445,9
1176,12549,7
1176,13125,8
1176,13601,9
1176,13659,8
1176,13759,9
1176,14227,7
1176,14345,8
1176,14467,8
1176,14513,9
1176,14719,9
1176,14741,8
1176,14813,9
1176,14967,8
1176,15225,8
1176,15315,7
1176,15451,8
1176,15583,8
1176,15689,8
1176,15809,8
1176,16498,8
1176,16592,8
1176,16742,7
1176,16782,8
1176,16894,7
1176,17074,10
1176,17265,8
1176,17729,7
1176,17895,7
1176,18115,9
1176,18153,8
1176,18277,6
1176,18671,8
1176,18679,10
1176,18897,8
1176,19163,8
1176,19221,8
1176,19815,9
1176,20507,8
